Original Affiliation,Canonical Affiliation,Cluster ID
"FOCUS Center, University of Michigan, Department of Physics, United States","FOCUS Center, University of Michigan, Department of Physics, United States",3765
"Fraunhofer Inst. Appl. Solid S., D-79108 Freiburg, Germany","Fraunhofer Inst. Appl. Solid S., D-79108 Freiburg, Germany",3766
"Freescale Semiconductor Inc., MD K10, Austin, TX 78721, 3501 Ed Bluestein Blvd., United States","Freescale Semiconductor, Inc., Austin, TX 78721, 3501 Ed Bluestein Boulevard, United States",3767
"Freescale Semiconductor, Inc., Austin, TX 78721, 3501 Ed Bluestein Boulevard, United States","Freescale Semiconductor, Inc., Austin, TX 78721, 3501 Ed Bluestein Boulevard, United States",3767
"Freescale Semiconductor Inc., Tempe, AZ 85284, 2100 E. Elliot Road, United States","Freescale Semiconductor Inc., Tempe, AZ 85284, 2100 E. Elliot Road, United States",3768
"Freescale Semiconductor, Inc., MD EL720, Tempe, AZ 85284, 2100 E. Elliot Rd., United States","Freescale Semiconductor Inc., Tempe, AZ 85284, 2100 E. Elliot Road, United States",3768
"Fremont, CA 94611, Bandwidth9, United States","Fremont, CA 94611, Bandwidth9, United States",3769
"Fujian Key Laboratory of Semiconductor Materials and Applications, CI Center for OSED, College of Physical Science and Technology, Xiamen University, Xiamen, 361005, China","Fujian Key Laboratory of Semiconductor Materials and Applications, CI Center for OSED, College of Physical Science and Technology, Xiamen University, Xiamen, 361005, China",3770
"Future Energy Electronics Center, Virginia Tech, Blacksburg, 24061, VA, United States","Future Energy Electronics Center, Virginia Tech, Blacksburg, 24061, VA, United States",3771
"GaN Power Research Group, Samsung LED, Suwon 443-743, South Korea","GaN Power Research Group, Samsung LED, Suwon 443-743, South Korea",3772
"Georgia Institute of Technology, School of Electrical and Computer Engineering, Atlanta, GA 30332-0250, United States, UMI 2958 Georgia Tech-CNRS, Georgia Tech Lorraine, F-57070, Metz, 2 Rue Marconi, France","Georgia Institute of Technology, School of Electrical and Computer Engineering, Atlanta, GA 30332-0250, United States, UMI 2958 Georgia Tech-CNRS, Georgia Tech Lorraine, F-57070, Metz, 2 Rue Marconi, France",3773
"Georgia Institute of Technology, School of Materials Science and Engineering, Atlanta, GA, United States","Georgia Institute of Technology, School of Materials Science and Engineering, Atlanta, GA, United States",3774
"Georgia Tech-CNRS UMI 2958, Georgia Tech Lorraine, 2 Rue Marconi, Metz, 57070, France, School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, 30332-0250, GA, United States","Georgia Tech-CNRS UMI 2958, Georgia Tech Lorraine, 2 Rue Marconi, Metz, 57070, France, School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, 30332-0250, GA, United States",3775
"Graduate Program in Applied Physics, Northwestern University, Evanston, 60208, IL, United States","Graduate Program in Applied Physics, Northwestern University, Evanston, 60208, IL, United States",3776
"H3D, Inc., Ann Arbor, 48108, MI, United States","H3D, Inc, Ann Arbor, 48108, MI, United States",3777
"H3D, Inc, Ann Arbor, 48108, MI, United States","H3D, Inc, Ann Arbor, 48108, MI, United States",3777
"Hewlett Packard Labs, Milpitas, 95035, CA, United States","Hewlett Packard Labs, Milpitas, 95035, CA, United States",3778
"HexaTech Inc., 991 Aviation Parkway Suite 800, Morrisville, 27560, NC, United States","HexaTech Inc., 991 Aviation Parkway Suite 800, Morrisville, 27560, NC, United States",3779
"HexaTech Inc., Morrisville, NC 27560, 991 Aviation Pkwy, United States","HexaTech Inc., Morrisville, NC 27560, 991 Aviation Pkwy, United States",3780
"HexaTech, Inc., Morrisville, NC 27560, 991 Aviation Pkwy., United States","HexaTech Inc., Morrisville, NC 27560, 991 Aviation Pkwy, United States",3780
"Hi-Z Technology, Inc., San Diego, CA 92126, 7606 Miramar Road, United States","Hi-Z Technology, Inc., San Diego, CA 92126, 7606 Miramar Road, United States",3781
"HRL Laboratories, LLC, Malibu, 90265-4797, CA, United States","HRL Laboratories, LLC, Malibu, 90265-4797, CA, United States",3782
"Huali Integrated Circuit Corporation, No 6th Liang Teng Road, Pudong district, Shanghai, China","Huali Integrated Circuit Corporation, No 6th Liang Teng Road, Pudong district, Shanghai, China",3783
"IBM Corporation Systems and Technology Group, Essex Junction, VT 05452, 1000 River Street, United States","IBM Corporation Systems and Technology Group, Essex Junction, VT 05452, 1000 River Street, United States",3784
"IBM General Technology Division, East Fishkill Facility, Hopewell Junction, NY 12533, United States","IBM General Technology Division, East Fishkill Facility, Hopewell Junction, NY 12533, United States",3785
"IBM Microelectronics, IBM Microlithographic Mask Development Center, Transcription Enterprises, KLA Instruments, United States","IBM Microelectronics, IBM Microlithographic Mask Development Center, Transcription Enterprises, KLA Instruments, United States",3786
"IBM Systems and Technology Group, Austin, TX 78758, 11400 Burnet Road, United States","IBM Systems and Technology Group, Austin, TX 78758, 11400 Burnet Road, United States",3787
"Ibm T. J. Watson Research Center, Yorktown Heights, 10598, NY, United States, Fujikura Ltd., Chiba, 285-8550, Japan","Ibm T. J. Watson Research Center, Yorktown Heights, 10598, NY, United States, Fujikura Ltd., Chiba, 285-8550, Japan",3788
"IEEE, United States, School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA 30332-0250, United States","IEEE, United States, School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA 30332-0250, United States",3789
"Imperial College London, London SW7 2AZ, United Kingdom","Imperial College London, London SW7 2AZ, United Kingdom",3790
"Indian Institute of Technology Madras, Madras, India","Indian Institute of Technology Madras, Madras, India",3791
"Institute for Materials Research, Tohoku University, Aoba-ku, Sendai 980-8577, 2-1-1 Katahira, Japan","Institute for Materials Research, Tohoku University, Aoba-ku, Sendai 980-8577, 2-1-1 Katahira, Japan",3792
"Institute of Electromagnetic Fields (IEF), ETH Zurich, Zurich, 8092, Switzerland","Institute of Electromagnetic Fields (IEF), ETH Zurich, Zurich, 8092, Switzerland",3793
"Institute of Experimental Physics, Faculty of Physics, University of Warsaw, Pasteura 5, Warsaw, 02-093, Poland","Institute of Experimental Physics, Faculty of Physics, University of Warsaw, Pasteura 5, Warsaw, 02-093, Poland",3794
"Institute of Physics, National Academy of Sciences of Ukraine, 46, pr. Nauky, Kyiv, 03028, Ukraine","Institute of Physics, National Academy of Sciences of Ukraine, 46, pr. Nauky, Kyiv, 03028, Ukraine",3795
"Institute of Solid State Physics, Friedrich Schiller University Jena, Jena, 07743, Germany","Institute of Solid State Physics, Friedrich Schiller University Jena, Jena, 07743, Germany",3796
"Integrated Circuits Laboratory, Stanford University, Stanford, California 94305, United States","Integrated Circuits Laboratory, Stanford University, Stanford, California 94305, United States",3797
"Intel Corporation, Components Research, M/S RA3-252, Hillsboro, OR 97124, 5200 NE Elam Young Parkway, United States","Intel Corporation, Components Research, M/S RA3-252, Hillsboro, OR 97124, 5200 NE Elam Young Parkway, United States",3798
"Inter University Accelerator Centre (IUAC), Aruna Asaf Ali Marg, New Delhi, India","Inter University Accelerator Centre (IUAC), Aruna Asaf Ali Marg, New Delhi, India",3799
"IPG Photonics, Southeast Technology Center, Birmingham, 35211, AL, United States","IPG Photonics, Southeast Technology Center, Birmingham, 35211, AL, United States",3800
"IQE, 200 John Hancock Rd., Taunton, 02780, MA, United States","IQE, 200 John Hancock Rd., Taunton, 02780, MA, United States",3801
"JILA, University of Colorado, National Institute of Standards and Technology, Boulder, CO 80309, United States","JILA, University of Colorado, National Institute of Standards and Technology, Boulder, CO 80309, United States",3802
"KBR, Inc., Beavercreek, 45431, OH, United States","KBR, Beavercreek, 45431, OH, United States",3803
"KBR, Beavercreek, 45431, OH, United States","KBR, Beavercreek, 45431, OH, United States",3803
"Key Lab of Microsystem and Microstructure, Harbin Institute of Technology, Ministry of Education, Harbin, 150080, No. 2 Yikuang Street, China","Key Lab of Microsystem and Microstructure, Harbin Institute of Technology, Ministry of Education, Harbin, 150080, No. 2 Yikuang Street, China",3804
"Key Laboratory of Digital Medical Engineering of Hebei Province, National-Local Joint Engineering Laboratory of New Energy Photovoltaic Devices, Research Center of Machine Vision Engineering of Hebei Province, College of Electron and Information Engineering, Hebei University, Baoding, 071002, China","Key Laboratory of Digital Medical Engineering of Hebei Province, National-Local Joint Engineering Laboratory of New Energy Photovoltaic Devices, Research Center of Machine Vision Engineering of Hebei Province, College of Electron and Information Engineering, Hebei University, Baoding, 071002, China",3805
"Key Laboratory of Surface and Interface Science and Technology, Zhengzhou University of Light Industry, Zhengzhou, 450002, Henan, China","Key Laboratory of Surface and Interface Science and Technology, Zhengzhou University of Light Industry, Zhengzhou, 450002, Henan, China",3806
